id,ACC,F1,SE,SP,IoU,AUC
S1082L03,0.9961830357142857,0.970673983879266,0.9982363315696648,0.9960443226498272,0.9430189936687771,
S1082L04,0.99328125,0.9397156018425796,1.0,0.9929099731474066,0.8862863619191538,
S1082L05,0.99625,0.9637618636755824,1.0,0.9960531879904149,0.9300582847626978,
S1082L06,0.9963169642857143,0.9696969696969697,0.9994321408290744,0.9961217785262758,0.9411764705882353,
S1082L07,0.9927232142857143,0.9433929501649592,0.9956019791094007,0.9925365152181406,0.8928512736236648,
S1082R01,0.9916629464285714,0.9379516571143782,1.0,0.9911022702908736,0.8831534490849366,
S1082R02,0.9912946428571429,0.9408911791451955,1.0,0.9906465848042978,0.8883800801373783,
S1082R03,0.9939955357142857,0.9553452855245684,1.0,0.9935833979366688,0.9145081836961704,
S1082R04,0.9953794642857143,0.9599380685117089,0.9788829682257746,0.9963682822093147,0.9229624116114626,
S1082R05,0.9925558035714286,0.9511391106878617,1.0,0.9919742985031526,0.9068305629277832,
S1082R06,0.9916852678571428,0.9395733636142428,1.0,0.991110633829706,0.8860333486308705,
S1082R07,0.9953125,0.9636803874092009,1.0,0.9950016661112963,0.9299065420560748,
S1083L01,0.9937946428571428,0.9445552453131233,0.9997888959256913,0.9934600473704677,0.8949357520786092,
S1083L02,0.9957254464285714,0.9562335733059079,0.967175219602404,0.9971738161690551,0.9161375082110795,
S1083L03,0.9757142857142858,0.7176226317155463,0.5693986820428336,0.998996979137166,0.5596033191661607,
S1083L04,0.99234375,0.9318497913769124,1.0,0.9919208573784006,0.8723958333333334,
S1083L05,0.9948214285714285,0.9541864139020537,0.9991728701406121,0.9945731678542777,0.9123867069486404,
S1083L06,0.9923995535714286,0.9352107316144991,1.0,0.9919584341973194,0.8783059328091494,
S1083L07,0.9913950892857143,0.9321362556113019,1.0,0.9908546349564082,0.8728981206726014,
S1083R01,0.9952678571428571,0.9629305822696276,1.0,0.9949579632074014,0.92851121227449,
S1083R02,0.9953236607142857,0.9641665953989567,0.9950573698146513,0.9953416334068029,0.9308124174372523,
S1083R03,0.9946428571428572,0.9613775345992919,0.9782217127886033,0.9958439629669553,0.9256275178184072,
S1083R04,0.9937276785714285,0.9536838635239822,0.9921124828532236,0.9938401298825327,0.9114681789540012,
S1083R05,0.9935491071428572,0.9510667118184897,0.9875175808720112,0.9939579559538564,0.9066989507667473,
S1083R06,0.9967075892857142,0.976382995756945,1.0,0.9964671504874135,0.9538557797591115,
